"MEASURE","Data Item","REGIONTYPE","Region Type","REGION","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",447973,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",455948,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",464418,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",474235,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",483067,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2011","2011",332729,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2012","2012",340546,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2013","2013",349339,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2014","2014",357843,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2015","2015",366551,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2011","2011",293748,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2012","2012",301108,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2013","2013",309676,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2014","2014",316547,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2015","2015",321117,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2011","2011",94976,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2012","2012",96396,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2013","2013",97866,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2014","2014",99397,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2015","2015",100774,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2011","2011",147656,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2012","2012",154160,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2013","2013",160967,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2014","2014",165092,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2015","2015",168833,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2011","2011",21711,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2012","2012",22507,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2013","2013",23102,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2014","2014",23760,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2015","2015",24664,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2011","2011",178,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2012","2012",164,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2013","2013",157,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2014","2014",158,,
"ERP_P_3","Estimated Resident Population - Persons - 5-9 years (no.)","STE","States and Territories","9","Other Territories","A","Annual","2015","2015",152,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","AUS","Australia","0","Australia","A","Annual","2011","2011",1387865,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","AUS","Australia","0","Australia","A","Annual","2012","2012",1391602,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","AUS","Australia","0","Australia","A","Annual","2013","2013",1398678,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","AUS","Australia","0","Australia","A","Annual","2014","2014",1407357,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","AUS","Australia","0","Australia","A","Annual","2015","2015",1419728,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",445949,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",445081,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",446821,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",449021,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",452402,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2011","2011",98257,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2012","2012",97808,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2013","2013",97339,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2014","2014",97092,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","4","South Australia","A","Annual","2015","2015",96788,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2011","2011",148990,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2012","2012",151020,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2013","2013",152848,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2014","2014",153832,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","5","Western Australia","A","Annual","2015","2015",155419,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2011","2011",33014,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2012","2012",32522,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2013","2013",32071,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2014","2014",31463,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","6","Tasmania","A","Annual","2015","2015",31241,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2011","2011",16567,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2012","2012",16778,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2013","2013",17064,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2014","2014",16924,,
"ERP_P_4","Estimated Resident Population - Persons - 10-14 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2015","2015",16974,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",460670,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",462924,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",464922,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",467436,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",468859,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2011","2011",354583,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2012","2012",355158,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2013","2013",355992,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2014","2014",358677,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2015","2015",360484,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2011","2011",302861,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2012","2012",304996,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2013","2013",308099,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2014","2014",309749,,
"ERP_P_5","Estimated Resident Population - Persons - 15-19 years (no.)","STE","States and Territories","3","Queensland","A","Annual","2015","2015",309125,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",499465,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",501133,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",505544,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",513656,,
"ERP_P_6","Estimated Resident Population - Persons - 20-24 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",520184,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",522571,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",527163,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",531106,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",538668,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",546445,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",498385,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",510800,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",526373,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",540407,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",554115,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",508266,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",499769,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",495958,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",497639,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",503831,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",499537,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",513719,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",522992,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",525739,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",524995,,
"ERP_P_11","Estimated Resident Population - Persons - 45-49 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",495453,,
"ERP_P_11","Estimated Resident Population - Persons - 45-49 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",488206,,
"ERP_P_11","Estimated Resident Population - Persons - 45-49 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",482588,,
"ERP_P_11","Estimated Resident Population - Persons - 45-49 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",482729,,
"ERP_P_11","Estimated Resident Population - Persons - 45-49 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",487802,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",485479,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",493244,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",498998,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",501837,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",500179,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",433506,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",443610,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",452939,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",462308,,
"ERP_P_13","Estimated Resident Population - Persons - 55-59 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",470524,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",398966,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",397667,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",402358,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",409768,,
"ERP_P_14","Estimated Resident Population - Persons - 60-64 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",418057,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",317349,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",338845,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",356711,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",367169,,
"ERP_P_15","Estimated Resident Population - Persons - 65-69 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",377226,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",245253,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",252602,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",260960,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",273247,,
"ERP_P_16","Estimated Resident Population - Persons - 70-74 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",285772,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",191542,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",195763,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",200899,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",207496,,
"ERP_P_17","Estimated Resident Population - Persons - 75-79 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",213877,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",153863,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",154209,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",154259,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",154322,,
"ERP_P_18","Estimated Resident Population - Persons - 80-84 years (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",154417,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",140897,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",146462,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",152535,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",158493,,
"ERP_P_19","Estimated Resident Population - Persons - 85 and over (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",164093,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",7218529,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",7307183,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",7407063,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",7513418,,
"ERP_P_20","Estimated Resident Population - Persons - Total (no.)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",7617684,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","7","Northern Territory","A","Annual","2011","2011",0.2,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","7","Northern Territory","A","Annual","2012","2012",0.2,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","7","Northern Territory","A","Annual","2013","2013",0.2,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","7","Northern Territory","A","Annual","2014","2014",0.2,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","7","Northern Territory","A","Annual","2015","2015",0.2,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2011","2011",395277,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2012","2012",391802,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2013","2013",392547,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2014","2014",395196,,
"ERP_P_9","Estimated Resident Population - Persons - 35-39 years (no.)","STE","States and Territories","2","Victoria","A","Annual","2015","2015",402223,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2011","2011",26385,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2012","2012",27400,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2013","2013",28005,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2014","2014",28206,,
"ERP_P_10","Estimated Resident Population - Persons - 40-44 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2015","2015",28468,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","AUS","Australia","0","Australia","A","Annual","2011","2011",1536161,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","AUS","Australia","0","Australia","A","Annual","2012","2012",1591154,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","AUS","Australia","0","Australia","A","Annual","2013","2013",1654425,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","AUS","Australia","0","Australia","A","Annual","2014","2014",1704516,,
"ERP_P_8","Estimated Resident Population - Persons - 30-34 years (no.)","AUS","Australia","0","Australia","A","Annual","2015","2015",1750088,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2011","2011",14976,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2012","2012",15300,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2013","2013",15539,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2014","2014",15418,,
"ERP_P_12","Estimated Resident Population - Persons - 50-54 years (no.)","STE","States and Territories","7","Northern Territory","A","Annual","2015","2015",15378,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","1","New South Wales","A","Annual","2011","2011",9,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","1","New South Wales","A","Annual","2012","2012",9.1,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","1","New South Wales","A","Annual","2013","2013",9.2,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","1","New South Wales","A","Annual","2014","2014",9.4,,
"ERP_21","Population Density  - Population density (ERP at 30 June) (persons/km2)","STE","States and Territories","1","New South Wales","A","Annual","2015","2015",9.5,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2011","2011",32909,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2012","2012",33720,,
"ERP_P_7","Estimated Resident Population - Persons - 25-29 years (no.)","STE","States and Territories","8","Australian Capital Territory","A","Annual","2013","2013",34065,,
